Property ID,Property                                        ,Original                                                               ,Google Translate                                                                 ,Human checked,Google Translate
P585       ,point in time                                   ,On what date did XXX take place?                                       ,¿En qué fecha tuvo lugar XXX?                                                    ,,¿En qué fecha tuvo lugar XXX?
P585       ,point in time                                   ,The date of XXX was what?                                              ,¿La fecha de XXX fue qué?                                                        ,,¿La fecha de XXX fue qué?
P585       ,point in time                                   ,What is the full date that XXX crashed on?                             ,¿Cuál es la fecha completa en la que XXX se estrelló?                            ,¿Cuál es la fecha completa en la que YYY XXX se estrelló?,¿Cuál es la fecha completa en la que XXX se estrelló?
P585       ,point in time                                   ,What is the date when XXX happened?                                    ,¿Cuál es la fecha en que sucedió XXX?                                            ,,¿Cuál es la fecha en que sucedió XXX?
P585       ,point in time                                   ,When did XXX occur?                                                    ,¿Cuándo ocurrió XXX?                                                             ,,¿Cuándo ocurrió XXX?
P39        ,position held                                   ,What is the position of XXX?                                           ,¿Cuál es la posición de XXX?                                                     ,¿Cuál es la posición de XXX?,¿Cuál es la posición de XXX?
P39        ,position held                                   ,Which position was held by XXX?                                        ,¿Qué posición ocupaba XXX?                                                       ,¿Qué posición ocupaba XXX?,¿Qué posición ocupaba XXX?
P39        ,position held                                   ,Which was the position that XXX held?                                  ,¿Cuál fue el cargo que mantuvo XXX?                                              ,,¿Cuál fue el cargo que mantuvo XXX?
P413       ,position played on team / speciality            ,Which player position has been assigned to XXX?                        ,¿Qué posición de jugador ha sido asignada a XXX?                                 ,,¿Qué posición de jugador ha sido asignada a XXX?
P413       ,position played on team / speciality            ,What was the position of XXX?                                          ,¿Cuál era la posición de XXX?                                                    ,,¿Cuál era la posición de XXX?
P413       ,position played on team / speciality            ,What role does XXX play in football?                                   ,¿Qué papel juega XXX en el fútbol?                                               ,¿Qué papel juega XXX en el fútbol?,¿Qué papel juega XXX en el fútbol?
P413       ,position played on team / speciality            ,What is the position XXX plays in football?                            ,¿Cuál es la posición que juega XXX en el fútbol?                                 ,¿Cuál es la posición que juega XXX en el fútbol?,¿Cuál es la posición que juega XXX en el fútbol?
P413       ,position played on team / speciality            ,What is XXX's position in football?                                    ,¿Cuál es la posición de XXX en el fútbol?                                        ,,¿Cuál es la posición de XXX en el fútbol?
P413       ,position played on team / speciality            ,In which position does XXX play?                                       ,¿En qué posición juega XXX?                                                      ,¿En qué posición juega XXX?,¿En qué posición juega XXX?
P413       ,position played on team / speciality            ,What was XXX's position?                                               ,¿Cuál era la posición de XXX?                                                    ,¿Cuál era la posición de XXX?,¿Cuál era la posición de XXX?
P413       ,position played on team / speciality            ,What position was played by XXX?                                       ,¿Qué posición jugó XXX?                                                          ,,¿Qué posición jugó XXX?
P413       ,position played on team / speciality            ,What is XXX's position on the field while playing football?            ,¿Cuál es la posición de XXX en el campo al jugar al fútbol?                      ,,¿Cuál es la posición de XXX en el campo al jugar al fútbol?
P413       ,position played on team / speciality            ,What was XXX specialty in their profesisonal sport?                    ,¿Qué era la XXX especialidad en su deporte profesional?                          ,,¿Qué era la XXX especialidad en su deporte profesional?
P413       ,position played on team / speciality            ,What position does XXX play on the field?                              ,¿Qué posición juega XXX en el campo?                                             ,,¿Qué posición juega XXX en el campo?
P413       ,position played on team / speciality            ,What football position did XXX play?                                   ,¿Qué posición de fútbol jugó XXX?                                                ,,¿Qué posición de fútbol jugó XXX?
P413       ,position played on team / speciality            ,In what capacity did XXX play football?                                ,¿En qué capacidad jugó el fútbol XXX?                                            ,,¿En qué capacidad jugó el fútbol XXX?
P413       ,position played on team / speciality            ,"In football, which position does XXX play?"                           ,"En el fútbol, ​​¿en qué posición juega XXX?"                                    ,"En el fútbol, ​​¿en qué posición juega XXX?"
P413       ,position played on team / speciality            ,At what position on the field did XXX play football?                   ,¿En qué posición en el campo jugó XXX al fútbol?                                 ,,¿En qué posición en el campo jugó XXX al fútbol?
P413       ,position played on team / speciality            ,What position did XXX play?                                            ,¿Qué posición jugó XXX?                                                          ,¿Qué posición jugó XXX?,¿Qué posición jugó XXX?
P413       ,position played on team / speciality            ,Which player position has been associated with XXX?                    ,¿Qué posición de jugador se ha asociado con XXX?                                 ,¿Con qué posición se asocia XXX?,¿Qué posición de jugador se ha asociado con XXX?
P413       ,position played on team / speciality            ,What position does XXX play?                                           ,¿Qué posición juega XXX?                                                         ,,¿Qué posición juega XXX?
P413       ,position played on team / speciality            ,What position did XXX play in football?                                ,¿Qué posición jugó XXX en el fútbol?                                             ,,¿Qué posición jugó XXX en el fútbol?
P413       ,position played on team / speciality            ,What is the football position of XXX?                                  ,¿Cuál es la posición de fútbol de XXX?                                           ,,¿Cuál es la posición de fútbol de XXX?
P413       ,position played on team / speciality            ,What is the position that XXX plays called?                            ,¿Cuál es la posición que juega XXX?                                              ,,¿Cuál es la posición que juega XXX?
P413       ,position played on team / speciality            ,What position in football did XXX play?                                ,¿Qué posición en el fútbol jugó XXX?                                             ,¿Qué posición jugó XXX en el fútbol ?,¿Qué posición en el fútbol jugó XXX?
P413       ,position played on team / speciality            ,Which player position does XXX belong to?                              ,¿A qué posición del jugador pertenece XXX?                                       ,,¿A qué posición del jugador pertenece XXX?
P413       ,position played on team / speciality            ,Which is the position of XXX?                                          ,¿Cuál es la posición de XXX?                                                     ,¿Cuál es la posición de XXX?,¿Cuál es la posición de XXX?
P413       ,position played on team / speciality            ,What field position does XXX play?                                     ,¿Qué posición de campo juega XXX?                                                ,¿Qué posición de campo juega XXX?,¿Qué posición de campo juega XXX?
P413       ,position played on team / speciality            ,What position is played by XXX?                                        ,¿Qué posición juega XXX?                                                         ,,¿Qué posición juega XXX?
P413       ,position played on team / speciality            ,What is the name of XXX's position?                                    ,¿Cuál es el nombre de la posición de XXX?                                        ,,¿Cuál es el nombre de la posición de XXX?
P413       ,position played on team / speciality            ,What position did XXX have on the rugby field?                         ,¿Qué posición tenía XXX en el campo de rugby?                                    ,,¿Qué posición tenía XXX en el campo de rugby?
P1441      ,present in work                                 ,What show is XXX from?                                                 ,¿De qué show es XXX?                                                             ,¿De qué show es XXX?,¿De qué show es XXX?
P1441      ,present in work                                 ,The appearance of XXX is seen in what work?                            ,¿La aparición de XXX se ve en qué trabajo?                                       ,,¿La aparición de XXX se ve en qué trabajo?
P1441      ,present in work                                 ,What fictional work does XXX exist in?                                 ,¿En qué trabajo ficticio existe XXX?                                             ,,¿En qué trabajo ficticio existe XXX?
P1441      ,present in work                                 ,Which show is XXX in?                                                  ,¿En qué show es XXX?                                                             ,,¿En qué show es XXX?
P1441      ,present in work                                 ,In what fictional work would you find a character named XXX?           ,¿En qué obra de ficción encontrarías un personaje llamado XXX?                   ,,¿En qué obra de ficción encontrarías un personaje llamado XXX?
P1441      ,present in work                                 ,To which fictional work does XXX appear in?                            ,¿En qué trabajo ficticio aparece XXX?                                            ,¿En qué trabajo ficticio aparece XXX?,¿En qué trabajo ficticio aparece XXX?
P1441      ,present in work                                 ,What work of fiction is XXX located in?                                ,¿En qué obra de ficción se encuentra XXX?                                        ,¿En qué obra de ficción se encuentra XXX?,¿En qué obra de ficción se encuentra XXX?
P1441      ,present in work                                 ,In which fictional work is XXX a character?                            ,¿En qué obra de ficción es XXX un personaje?                                     ,¿En qué obra de ficción es personaje XXX?,¿En qué obra de ficción es XXX un personaje?
P1441      ,present in work                                 ,What piece of fiction does XXX appear in?                              ,¿En qué pieza de ficción aparece XXX?                                            ,,¿En qué pieza de ficción aparece XXX?
P1441      ,present in work                                 ,To which fictional work does XXX belong in?                            ,¿A qué trabajo ficticio pertenece XXX?                                           ,¿A qué trabajo ficticio pertenece XXX?,¿A qué trabajo ficticio pertenece XXX?
P1056      ,product                                         ,What type of product does XXX produce?                                 ,¿Qué tipo de producto produce XXX?                                               ,,¿Qué tipo de producto produce XXX?
P1056      ,product                                         ,What is the product of XXX?                                            ,¿Cuál es el producto de XXX?                                                     ,,¿Cuál es el producto de XXX?
P1056      ,product                                         ,What is the product made by XXX?                                       ,¿Cuál es el producto fabricado por XXX?                                          ,,¿Cuál es el producto fabricado por XXX?
P1056      ,product                                         ,What product does XXX produce?                                         ,¿Qué producto produce XXX?                                                       ,¿Qué producto produce XXX?,¿Qué producto produce XXX?
P1056      ,product                                         ,What product does XXX make?                                            ,¿Qué producto hace XXX?                                                          ,¿Qué producto hace XXX?,¿Qué producto hace XXX?
P1056      ,product                                         ,The product of XXX is what?                                            ,¿El producto de XXX es qué?                                                      ,,¿El producto de XXX es qué?
P272       ,production company                              ,What production company or companies created XXX?                      ,¿Qué compañía de producción o compañías crearon XXX?                             ,¿Qué compañía de producción o compañías crearon YYY XXX?,¿Qué compañía de producción o compañías crearon XXX?
P272       ,production company                              ,What production company was involved in XXX?                           ,¿Qué productora estuvo involucrada en XXX?                                       ,,¿Qué productora estuvo involucrada en XXX?
P272       ,production company                              ,Which production company is involved with XXX?                         ,¿Qué compañía de producción está involucrada con XXX?                            ,,¿Qué compañía de producción está involucrada con XXX?
P272       ,production company                              ,What studio produced XXX?                                              ,¿Qué estudio produjo XXX?                                                        ,¿Qué estudio produjo XXX?,¿Qué estudio produjo XXX?
P272       ,production company                              ,The production company responsible for XXX is what?                    ,¿La productora responsable de XXX es qué?                                        ,¿La productora responsable de YYY XXX es qué?,¿La productora responsable de XXX es qué?
P277       ,programming language                            ,Which programming language is XXX written in?                          ,¿En qué lenguaje de programación está escrito XXX?                               ,¿En qué lenguaje de programación está escrito XXX?,¿En qué lenguaje de programación está escrito XXX?
P277       ,programming language                            ,What programming language was used to write XXX?                       ,¿Qué lenguaje de programación se utilizó para escribir XXX?                      ,,¿Qué lenguaje de programación se utilizó para escribir XXX?
P277       ,programming language                            ,What is the programming language for XXX?                              ,¿Cuál es el lenguaje de programación para XXX?                                   ,,¿Cuál es el lenguaje de programación para XXX?
P577       ,publication date                                ,Which year is XXX released?                                            ,¿En qué año se estrena XXX?                                                      ,,¿En qué año se estrena XXX?
P577       ,publication date                                ,Which was the year of XXX?                                             ,¿Cuál fue el año de XXX?                                                         ,¿Cuál fue el año de XXX?,¿Cuál fue el año de XXX?
P577       ,publication date                                ,When was XXX released?                                                 ,¿Cuándo fue lanzado XXX?                                                         ,¿Cuándo fue lanzadGGG YYY XXX?,¿Cuándo fue lanzado XXX?
P577       ,publication date                                ,What year was XXX released?                                            ,¿En qué año se estrenó XXX?                                                      ,¿En qué año se estrenó YYY XXX?,¿En qué año se estrenó XXX?
P577       ,publication date                                ,What was the year of XXX?                                              ,¿Cuál fue el año de XXX?                                                         ,¿Cuál fue el año de YYY XXX?,¿Cuál fue el año de XXX?
P577       ,publication date                                ,What is the year that XXX was released?                                ,¿Cuál es el año en que XXX fue lanzado?                                          ,¿Cuál es el año en que XXX fue lanzado?,¿Cuál es el año en que XXX fue lanzado?
P577       ,publication date                                ,The year that XXX was made was what?                                   ,¿El año en que se hizo XXX fue qué?                                              ,,¿El año en que se hizo XXX fue qué?
P577       ,publication date                                ,In what year was XXX released?                                         ,¿En qué año se estrenó XXX?                                                      ,,¿En qué año se estrenó XXX?
P577       ,publication date                                ,In what year is the film XXX released?                                 ,¿En qué año se estrena la película XXX?                                          ,¿En qué año se estrena la película YYY XXX?,¿En qué año se estrena la película XXX?
P577       ,publication date                                ,What year did XXX come out?                                            ,¿En qué año salió XXX?                                                           ,¿En qué año salió YYY XXX?,¿En qué año salió XXX?
P577       ,publication date                                ,What year was XXX made?                                                ,¿En qué año se hizo XXX?                                                         ,¿En qué año se hizo YYY XXX?,¿En qué año se hizo XXX?
P577       ,publication date                                ,What was the year of publication for XXX?                              ,¿Cuál fue el año de publicación de XXX?                                          ,,¿Cuál fue el año de publicación de XXX?
P577       ,publication date                                ,Which was the year XXX was made?                                       ,¿Cuál fue el año en que se realizó el XXX?                                       ,¿Cuál fue el año en que se realizó YYY XXX?,¿Cuál fue el año en que se realizó el XXX?
P577       ,publication date                                ,Which was the publication date of XXX?                                 ,¿Cuál fue la fecha de publicación de XXX?                                        ,¿Cuál fue la fecha de publicación de YYY XXX?,¿Cuál fue la fecha de publicación de XXX?
P577       ,publication date                                ,Which is the publication date of XXX?                                  ,¿Cuál es la fecha de publicación de XXX?                                         ,,¿Cuál es la fecha de publicación de XXX?
P577       ,publication date                                ,When did XXX come out?                                                 ,¿Cuándo salió XXX?                                                               ,,¿Cuándo salió XXX?
P577       ,publication date                                ,What year was XXX realeased in?                                        ,¿En qué año se estrenó XXX?                                                      ,,¿En qué año se estrenó XXX?
P577       ,publication date                                ,What was the year in which XXX was made?                               ,¿En qué año se realizó el XXX?                                                   ,,¿En qué año se realizó el XXX?
P577       ,publication date                                ,What was the release year of XXX?                                      ,¿Cuál fue el año de lanzamiento de XXX?                                          ,,¿Cuál fue el año de lanzamiento de XXX?
P577       ,publication date                                ,The year of XXX was what?                                              ,¿El año de XXX fue qué?                                                          ,,¿El año de XXX fue qué?
P577       ,publication date                                ,The date of publication for XXX was what?                              ,¿La fecha de publicación para XXX fue qué?                                       ,,¿La fecha de publicación para XXX fue qué?
P577       ,publication date                                ,When was XXX made?                                                     ,¿Cuándo se hizo XXX?                                                             ,¿Cuándo se hizo YYY XXX?,¿Cuándo se hizo XXX?
P577       ,publication date                                ,When was XXX in theaters?                                              ,¿Cuándo fue XXX en los cines?                                                    ,¿Cuándo estuvo XXX en los cines?,¿Cuándo fue XXX en los cines?
P577       ,publication date                                ,What was the publication year of XXX?                                  ,¿Cuál fue el año de publicación de XXX?                                          ,,¿Cuál fue el año de publicación de XXX?
P577       ,publication date                                ,What is the publication year of XXX?                                   ,¿Cuál es el año de publicación de XXX?                                           ,,¿Cuál es el año de publicación de XXX?
P577       ,publication date                                ,What is the publication date of XXX?                                   ,¿Cuál es la fecha de publicación de XXX?                                         ,¿Cuál es la fecha de publicación de XXX?,¿Cuál es la fecha de publicación de XXX?
P577       ,publication date                                ,The publication date of XXX is what?                                   ,¿La fecha de publicación de XXX es qué?                                          ,¿La fecha de publicación de YYY XXX es cual?,¿La fecha de publicación de XXX es qué?
P577       ,publication date                                ,In what year was XXX published?                                        ,¿En qué año se publicó XXX?                                                      ,¿En qué año se publicó YYY XXX?,¿En qué año se publicó XXX?
P577       ,publication date                                ,When was XXX published?                                                ,¿Cuándo se publicó XXX?                                                          ,¿Cuándo se publicó YYY XXX?,¿Cuándo se publicó XXX?
P123       ,publisher                                       ,Who was the publisher of XXX?                                          ,¿Quién fue el editor de XXX?                                                     ,,¿Quién fue el editor de XXX?
P123       ,publisher                                       ,What is the name of the publisher of XXX?                              ,¿Cuál es el nombre del editor de XXX?                                            ,,¿Cuál es el nombre del editor de XXX?
P123       ,publisher                                       ,The publisher that published XXX is what?                              ,¿El editor que publicó XXX es qué?                                               ,,¿El editor que publicó XXX es qué?
P123       ,publisher                                       ,Who published XXX?                                                     ,¿Quién publicó XXX?                                                              ,,¿Quién publicó XXX?
P123       ,publisher                                       ,What company published XXX?                                            ,¿Qué empresa publicó XXX?                                                        ,¿Qué empresa publicó YYY XXX?,¿Qué empresa publicó XXX?
P123       ,publisher                                       ,What business published XXX?                                           ,¿Qué negocio publicó XXX?                                                        ,,¿Qué negocio publicó XXX?
P123       ,publisher                                       ,What is the publisher of XXX?                                          ,¿Qué es el editor de XXX?                                                        ,,¿Qué es el editor de XXX?
P264       ,record label                                    ,What was the record label of XXX?                                      ,¿Cuál fue el sello discográfico de XXX?                                          ,¿Cuál fue el sello discográfico de XXX?,¿Cuál fue el sello discográfico de XXX?
P264       ,record label                                    ,Which was the record label for XXX?                                    ,¿Cuál fue el sello discográfico de XXX?                                          ,,¿Cuál fue el sello discográfico de XXX?
P264       ,record label                                    ,What is the name of XXX's record label?                                ,¿Cuál es el nombre del sello discográfico de XXX?                                ,¿Cuál es el nombre del sello discográfico de XXX?,¿Cuál es el nombre del sello discográfico de XXX?
P264       ,record label                                    ,What label was responsible for XXX?                                    ,¿Qué etiqueta fue responsable de XXX?                                            ,¿Qué disquera fue responsable de XXX?,¿Qué etiqueta fue responsable de XXX?
P611       ,religious order                                 ,To which religious order did XXX belong?                               ,¿A qué orden religiosa pertenecía XXX?                                           ,¿A qué orden religiosa pertenecía XXX?,¿A qué orden religiosa pertenecía XXX?
P611       ,religious order                                 ,What group was XXX a member of?                                        ,¿De qué grupo era miembro XXX?                                                   ,¿De qué grupo era miembro XXX?,¿De qué grupo era miembro XXX?
P1366      ,replaced by                                     ,Which replaced the XXX?                                                ,¿Cuál reemplazó al XXX?                                                          ,,¿Cuál reemplazó al XXX?
P1366      ,replaced by                                     ,What was replaced XXX?                                                 ,¿Qué fue reemplazado XXX?                                                        ,,¿Qué fue reemplazado XXX?
P1366      ,replaced by                                     ,By what was XXX replaced?                                              ,¿Por qué fue reemplazado XXX?                                                    ,¿Por qué fue reemplazado YYY XXX?,¿Por qué fue reemplazado XXX?
P551       ,residence                                       ,What city is XXX from?                                                 ,¿De qué ciudad es XXX?                                                           ,¿De qué ciudad es XXX?,¿De qué ciudad es XXX?
P551       ,residence                                       ,What city is XXX associated with?                                      ,¿Con qué ciudad está asociada XXX?                                               ,¿Con qué ciudad está asociadGGG YYY XXX?,¿Con qué ciudad está asociada XXX?
P58        ,screenwriter                                    ,What is the name of the director who directed XXX?                     ,¿Cuál es el nombre del director que dirigió XXX?                                 ,¿Cuál es el nombre del director que dirigió YYY XXX?,¿Cuál es el nombre del director que dirigió XXX?
P58        ,screenwriter                                    ,Which was the director of XXX?                                         ,¿Cuál fue el director de XXX?                                                    ,,¿Cuál fue el director de XXX?
P58        ,screenwriter                                    ,The movie XXX was directed by whom?                                    ,La pelicula XXX fue dirigida por quien?                                          ,La pelicula YYY XXX fue dirigida por quien?,La pelicula XXX fue dirigida por quien?
P58        ,screenwriter                                    ,The film XXX was directed by whom?                                     ,La película XXX fue dirigida por quien?                                          ,,La película XXX fue dirigida por quien?
P58        ,screenwriter                                    ,Who was the main director of XXX?                                      ,¿Quién fue el director principal de XXX?                                         ,,¿Quién fue el director principal de XXX?
P58        ,screenwriter                                    ,In which XXX a 1909 american silent drama film directed by?            ,¿En qué XXX una película de drama silencioso estadounidense de 1909 dirigida por?,,¿En qué XXX una película de drama silencioso estadounidense de 1909 dirigida por?
P58        ,screenwriter                                    ,The person that directed XXX was what?                                 ,¿La persona que dirigió XXX fue qué?                                             ,¿La persona que dirigió YYY XXX fue quien?,¿La persona que dirigió XXX fue qué?
P58        ,screenwriter                                    ,Which person directed XXX?                                             ,¿Qué persona dirigió XXX?                                                        ,¿Qué persona dirigió XXX?,¿Qué persona dirigió XXX?
P179       ,series                                          ,What series is XXX from?                                               ,¿De qué serie es XXX?                                                            ,¿De qué serie es XXX?,¿De qué serie es XXX?
P179       ,series                                          ,Which show does XXX appear on?                                         ,¿En qué programa aparece XXX?                                                    ,¿En qué programa aparece XXX?,¿En qué programa aparece XXX?
P179       ,series                                          ,What is the series called that XXX belongs to?                         ,¿A qué se llama la serie a la que pertenece XXX?                                 ,¿Como se llama la serie a la que pertenece XXX?,¿A qué se llama la serie a la que pertenece XXX?
P179       ,series                                          ,Of what series is XXX a part of?                                       ,¿De qué serie forma parte XXX?                                                   ,¿De qué serie forma parte XXX?,¿De qué serie forma parte XXX?
P179       ,series                                          ,To which series does XXX belong?                                       ,¿A qué serie pertenece XXX?                                                      ,¿A qué serie pertenece XXX?,¿A qué serie pertenece XXX?
P179       ,series                                          ,Which series was XXX in?                                               ,¿En qué serie fue XXX?                                                           ,¿En qué serie estuvo XXX?,¿En qué serie fue XXX?
P179       ,series                                          ,Which series is XXX a part of?                                         ,¿De qué serie forma parte XXX?                                                   ,,¿De qué serie forma parte XXX?
P179       ,series                                          ,What is the series that XXX is a part of?                              ,¿De qué serie forma parte XXX?                                                   ,,¿De qué serie forma parte XXX?
P179       ,series                                          ,The XXX was in what series?                                            ,¿El XXX estaba en qué serie?                                                     ,,¿El XXX estaba en qué serie?
P179       ,series                                          ,The XXX is part of a what series?                                      ,¿El XXX es parte de un qué serie?                                                ,,¿El XXX es parte de un qué serie?
P179       ,series                                          ,Which series is XXX apart of?                                          ,¿De qué serie es XXX aparte?                                                     ,,¿De qué serie es XXX aparte?
P179       ,series                                          ,What series is the episode XXX part of?                                ,¿De qué serie forma parte el episodio XXX?                                       ,,¿De qué serie forma parte el episodio XXX?
P179       ,series                                          ,What series is XXX part of?                                            ,¿De qué serie forma parte XXX?                                                   ,,¿De qué serie forma parte XXX?
P179       ,series                                          ,What series is XXX in?                                                 ,¿En qué serie es XXX?                                                            ,,¿En qué serie es XXX?
P179       ,series                                          ,What series is XXX a part of?                                          ,¿De qué serie forma parte XXX?                                                   ,,¿De qué serie forma parte XXX?
P729       ,service entry                                   ,What was the year XXX entered service?                                 ,¿En qué año del XXX entró en servicio?                                           ,¿Cual fue el año en el que XXX entró en servicio?,¿En qué año del XXX entró en servicio?
P729       ,service entry                                   ,In what year did XXX enter service?                                    ,¿En qué año entró XXX al servicio?                                               ,,¿En qué año entró XXX al servicio?
P729       ,service entry                                   ,What year is XXX associated with?                                      ,¿Con qué año está asociado XXX?                                                  ,¿Con qué año está asociadGGG YYY XXX?,¿Con qué año está asociado XXX?
P729       ,service entry                                   ,What year was XXX commissioned?                                        ,¿En qué año se encargó XXX?                                                      ,,¿En qué año se encargó XXX?
P729       ,service entry                                   ,What year did XXX come into use?                                       ,¿En qué año entró XXX en uso?                                                    ,,¿En qué año entró XXX en uso?
P729       ,service entry                                   ,What year was XXX introduced?                                          ,¿En qué año se introdujo XXX?                                                    ,,¿En qué año se introdujo XXX?
P729       ,service entry                                   ,Which was the official year for the approval of XXX?                   ,¿Cuál fue el año oficial para la aprobación de XXX?                              ,,¿Cuál fue el año oficial para la aprobación de XXX?
P729       ,service entry                                   ,What year was the service entry date for XXX?                          ,¿En qué año fue la fecha de entrada del servicio para XXX?                       ,,¿En qué año fue la fecha de entrada del servicio para XXX?
P729       ,service entry                                   ,What was the year that XXX entered service?                            ,¿Cuál fue el año en que XXX entró en servicio?                                   ,,¿Cuál fue el año en que XXX entró en servicio?
P729       ,service entry                                   ,In which year was the service entry date for XXX?                      ,¿En qué año fue la fecha de entrada del servicio para XXX?                       ,,¿En qué año fue la fecha de entrada del servicio para XXX?
P21        ,sex or gender                                   ,Which was the gender of XXX?                                           ,¿Cuál era el género de XXX?                                                      ,¿Cuál era el género de XXX?,¿Cuál era el género de XXX?
P21        ,sex or gender                                   ,Which sex is XXX?                                                      ,¿Qué sexo es XXX?                                                                ,¿Qué sexo es XXX?,¿Qué sexo es XXX?
P21        ,sex or gender                                   ,Which describes the sex or gender of XXX?                              ,¿Cuál describe el sexo o género de XXX?                                          ,,¿Cuál describe el sexo o género de XXX?
P21        ,sex or gender                                   ,What was the gender of XXX?                                            ,¿Cuál era el género de XXX?                                                      ,,¿Cuál era el género de XXX?
P21        ,sex or gender                                   ,What was XXX's gender?                                                 ,¿Cuál era el género de XXX?                                                      ,,¿Cuál era el género de XXX?
P21        ,sex or gender                                   ,What is the gender of XXX?                                             ,¿Cuál es el género de XXX?                                                       ,¿Cuál es el género de XXX?,¿Cuál es el género de XXX?
P21        ,sex or gender                                   ,What is the gender XXX is known by?                                    ,¿Por qué es conocido el género XXX?                                              ,,¿Por qué es conocido el género XXX?
P21        ,sex or gender                                   ,What is the gender XXX is associated with?                             ,¿A qué se asocia el género XXX?                                                  ,,¿A qué se asocia el género XXX?
P21        ,sex or gender                                   ,What is XXX's sex?                                                     ,¿Cuál es el sexo de XXX?                                                         ,¿Cuál es el sexo de XXX?,¿Cuál es el sexo de XXX?
P21        ,sex or gender                                   ,What gender was XXX?                                                   ,¿Qué género era XXX?                                                             ,¿Qué género era XXX?,¿Qué género era XXX?
P21        ,sex or gender                                   ,What gender is XXX?                                                    ,¿Qué género es XXX?                                                              ,,¿Qué género es XXX?
P21        ,sex or gender                                   ,What gender class does XXX belong to?                                  ,¿A qué clase de género pertenece XXX?                                            ,¿A qué clase de género pertenece XXX?,¿A qué clase de género pertenece XXX?
P21        ,sex or gender                                   ,Was XXX male or female?                                                ,¿Era XXX hombre o mujer?                                                         ,¿XXX era hombre o mujer?,¿Era XXX hombre o mujer?
P21        ,sex or gender                                   ,The sex or gender of XXX is what?                                      ,¿El sexo o género de XXX es qué?                                                 ,,¿El sexo o género de XXX es qué?
P21        ,sex or gender                                   ,The gender of XXX is what?                                             ,¿El género de XXX es qué?                                                        ,,¿El género de XXX es qué?
P21        ,sex or gender                                   ,Which gender does XXX belong to?                                       ,¿A qué género pertenece XXX?                                                     ,,¿A qué género pertenece XXX?
P21        ,sex or gender                                   ,What gender is XXX of?                                                 ,¿De qué género es XXX?                                                           ,,¿De qué género es XXX?
P21        ,sex or gender                                   ,What is XXX's gender?                                                  ,¿Cuál es el género de XXX?                                                       ,,¿Cuál es el género de XXX?
P21        ,sex or gender                                   ,Which sex or gender can XXX be described as?                           ,¿Qué sexo o género puede ser descrito como XXX?                                  ,,¿Qué sexo o género puede ser descrito como XXX?
P21        ,sex or gender                                   ,What is the sex of XXX?                                                ,¿Cuál es el sexo de XXX?                                                         ,,¿Cuál es el sexo de XXX?
P21        ,sex or gender                                   ,Is XXX a male or female?                                               ,¿Es XXX un hombre o una mujer?                                                   ,,¿Es XXX un hombre o una mujer?
P21        ,sex or gender                                   ,What is the sex or gender of XXX?                                      ,¿Cuál es el sexo o género de XXX?                                                ,,¿Cuál es el sexo o género de XXX?
P21        ,sex or gender                                   ,Which gender is XXX?                                                   ,¿Qué género es XXX?                                                              ,¿Qué género es XXX?,¿Qué género es XXX?
P21        ,sex or gender                                   ,What sex is XXX?                                                       ,¿Qué sexo es XXX?                                                                ,,¿Qué sexo es XXX?
P9         ,sister                                          ,Who is XXX's sister?                                                   ,¿Quién es la hermana de XXX?                                                     ,¿Quién es la hermana de XXX?,¿Quién es la hermana de XXX?
P9         ,sister                                          ,Which woman was the sister of XXX?                                     ,¿Qué mujer era la hermana de XXX?                                                ,,¿Qué mujer era la hermana de XXX?
