Property ID,Property                                        ,Original                                                               ,Google Translate                                                       ,Human Translated
P413       ,position played on team / speciality            ,What field position does XXX play?                                     ,What field position does XXX play?                                     ,What field position does XXX play?
P413       ,position played on team / speciality            ,What position is played by XXX?                                        ,What position is played by XXX?                                        ,What position is played by XXX?
P413       ,position played on team / speciality            ,What is the name of XXX's position?                                    ,What is the name of XXX's position?                                    ,What is the name of XXX's position?
P413       ,position played on team / speciality            ,What position did XXX have on the rugby field?                         ,What position did XXX have on the rugby field?                         ,What position did XXX have on the rugby field?
P1441      ,present in work                                 ,What show is XXX from?                                                 ,What show is XXX from?                                                 ,What show is XXX from?
P1441      ,present in work                                 ,The appearance of XXX is seen in what work?                            ,The appearance of XXX is seen in what work?                            ,The appearance of XXX is seen in what work?
P1441      ,present in work                                 ,What fictional work does XXX exist in?                                 ,What fictional work does XXX exist in?                                 ,What fictional work does XXX exist in?
P1441      ,present in work                                 ,Which show is XXX in?                                                  ,Which show is XXX in?                                                  ,Which show is XXX in?
P1441      ,present in work                                 ,In what fictional work would you find a character named XXX?           ,In what fictional work would you find a character named XXX?           ,In what fictional work would you find a character named XXX?
P1441      ,present in work                                 ,To which fictional work does XXX appear in?                            ,To which fictional work does XXX appear in?                            ,To which fictional work does XXX appear in?
P1441      ,present in work                                 ,What work of fiction is XXX located in?                                ,What work of fiction is XXX located in?                                ,What work of fiction is XXX located in?
P1441      ,present in work                                 ,In which fictional work is XXX a character?                            ,In which fictional work is XXX a character?                            ,In which fictional work is XXX a character?
P1441      ,present in work                                 ,What piece of fiction does XXX appear in?                              ,What piece of fiction does XXX appear in?                              ,What piece of fiction does XXX appear in?
P1441      ,present in work                                 ,To which fictional work does XXX belong in?                            ,To which fictional work does XXX belong in?                            ,To which fictional work does XXX belong in?
P1056      ,product                                         ,What type of product does XXX produce?                                 ,What type of product does XXX produce?                                 ,What type of product does XXX produce?
P1056      ,product                                         ,What is the product of XXX?                                            ,What is the product of XXX?                                            ,What is the product of XXX?
P1056      ,product                                         ,What is the product made by XXX?                                       ,What is the product made by XXX?                                       ,What is the product made by XXX?
P1056      ,product                                         ,What product does XXX produce?                                         ,What product does XXX produce?                                         ,What product does XXX produce?
P1056      ,product                                         ,What product does XXX make?                                            ,What product does XXX make?                                            ,What product does XXX make?
P1056      ,product                                         ,The product of XXX is what?                                            ,The product of XXX is what?                                            ,The product of XXX is what?
P272       ,production company                              ,What production company or companies created XXX?                      ,What production company or companies created XXX?                      ,What production company or companies created XXX?
P272       ,production company                              ,What production company was involved in XXX?                           ,What production company was involved in XXX?                           ,What production company was involved in XXX?
P272       ,production company                              ,Which production company is involved with XXX?                         ,Which production company is involved with XXX?                         ,Which production company is involved with XXX?
P272       ,production company                              ,What studio produced XXX?                                              ,What studio produced XXX?                                              ,What studio produced XXX?
P272       ,production company                              ,The production company responsible for XXX is what?                    ,The production company responsible for XXX is what?                    ,The production company responsible for XXX is what?
P277       ,programming language                            ,Which programming language is XXX written in?                          ,Which programming language is XXX written in?                          ,Which programming language is XXX written in?
P277       ,programming language                            ,What programming language was used to write XXX?                       ,What programming language was used to write XXX?                       ,What programming language was used to write XXX?
P277       ,programming language                            ,What is the programming language for XXX?                              ,What is the programming language for XXX?                              ,What is the programming language for XXX?
P577       ,publication date                                ,Which year is XXX released?                                            ,Which year is XXX released?                                            ,Which year is XXX released?
P577       ,publication date                                ,Which was the year of XXX?                                             ,Which was the year of XXX?                                             ,Which was the year of XXX?
P577       ,publication date                                ,When was XXX released?                                                 ,When was XXX released?                                                 ,When was XXX released?
P577       ,publication date                                ,What year was XXX released?                                            ,What year was XXX released?                                            ,What year was XXX released?
P577       ,publication date                                ,What was the year of XXX?                                              ,What was the year of XXX?                                              ,What was the year of XXX?
P577       ,publication date                                ,What is the year that XXX was released?                                ,What is the year that XXX was released?                                ,What is the year that XXX was released?
P577       ,publication date                                ,The year that XXX was made was what?                                   ,The year that XXX was made was what?                                   ,The year that XXX was made was what?
P577       ,publication date                                ,In what year was XXX released?                                         ,In what year was XXX released?                                         ,In what year was XXX released?
P577       ,publication date                                ,In what year is the film XXX released?                                 ,In what year is the film XXX released?                                 ,In what year is the film XXX released?
P577       ,publication date                                ,What year did XXX come out?                                            ,What year did XXX come out?                                            ,What year did XXX come out?
P577       ,publication date                                ,What year was XXX made?                                                ,What year was XXX made?                                                ,What year was XXX made?
P577       ,publication date                                ,What was the year of publication for XXX?                              ,What was the year of publication for XXX?                              ,What was the year of publication for XXX?
P577       ,publication date                                ,Which was the year XXX was made?                                       ,Which was the year XXX was made?                                       ,Which was the year XXX was made?
P577       ,publication date                                ,Which was the publication date of XXX?                                 ,Which was the publication date of XXX?                                 ,Which was the publication date of XXX?
P577       ,publication date                                ,Which is the publication date of XXX?                                  ,Which is the publication date of XXX?                                  ,Which is the publication date of XXX?
P577       ,publication date                                ,When did XXX come out?                                                 ,When did XXX come out?                                                 ,When did XXX come out?
P577       ,publication date                                ,What year was XXX realeased in?                                        ,What year was XXX realeased in?                                        ,What year was XXX realeased in?
P577       ,publication date                                ,What was the year in which XXX was made?                               ,What was the year in which XXX was made?                               ,What was the year in which XXX was made?
P577       ,publication date                                ,What was the release year of XXX?                                      ,What was the release year of XXX?                                      ,What was the release year of XXX?
P577       ,publication date                                ,The year of XXX was what?                                              ,The year of XXX was what?                                              ,The year of XXX was what?
P577       ,publication date                                ,The date of publication for XXX was what?                              ,The date of publication for XXX was what?                              ,The date of publication for XXX was what?
P577       ,publication date                                ,When was XXX made?                                                     ,When was XXX made?                                                     ,When was XXX made?
P577       ,publication date                                ,When was XXX in theaters?                                              ,When was XXX in theaters?                                              ,When was XXX in theaters?
P577       ,publication date                                ,What was the publication year of XXX?                                  ,What was the publication year of XXX?                                  ,What was the publication year of XXX?
P577       ,publication date                                ,What is the publication year of XXX?                                   ,What is the publication year of XXX?                                   ,What is the publication year of XXX?
P577       ,publication date                                ,What is the publication date of XXX?                                   ,What is the publication date of XXX?                                   ,What is the publication date of XXX?
P577       ,publication date                                ,The publication date of XXX is what?                                   ,The publication date of XXX is what?                                   ,The publication date of XXX is what?
P577       ,publication date                                ,In what year was XXX published?                                        ,In what year was XXX published?                                        ,In what year was XXX published?
P577       ,publication date                                ,When was XXX published?                                                ,When was XXX published?                                                ,When was XXX published?
P123       ,publisher                                       ,Who was the publisher of XXX?                                          ,Who was the publisher of XXX?                                          ,Who was the publisher of XXX?
P123       ,publisher                                       ,What is the name of the publisher of XXX?                              ,What is the name of the publisher of XXX?                              ,What is the name of the publisher of XXX?
P123       ,publisher                                       ,The publisher that published XXX is what?                              ,The publisher that published XXX is what?                              ,The publisher that published XXX is what?
P123       ,publisher                                       ,Who published XXX?                                                     ,Who published XXX?                                                     ,Who published XXX?
P123       ,publisher                                       ,What company published XXX?                                            ,What company published XXX?                                            ,What company published XXX?
P123       ,publisher                                       ,What business published XXX?                                           ,What business published XXX?                                           ,What business published XXX?
P123       ,publisher                                       ,What is the publisher of XXX?                                          ,What is the publisher of XXX?                                          ,What is the publisher of XXX?
P264       ,record label                                    ,What was the record label of XXX?                                      ,What was the record label of XXX?                                      ,What was the record label of XXX?
P264       ,record label                                    ,Which was the record label for XXX?                                    ,Which was the record label for XXX?                                    ,Which was the record label for XXX?
P264       ,record label                                    ,What is the name of XXX's record label?                                ,What is the name of XXX's record label?                                ,What is the name of XXX's record label?
P264       ,record label                                    ,What label was responsible for XXX?                                    ,What label was responsible for XXX?                                    ,What label was responsible for XXX?
P611       ,religious order                                 ,To which religious order did XXX belong?                               ,To which religious order did XXX belong?                               ,To which religious order did XXX belong?
P611       ,religious order                                 ,What group was XXX a member of?                                        ,What group was XXX a member of?                                        ,What group was XXX a member of?
P1366      ,replaced by                                     ,Which replaced the XXX?                                                ,Which replaced the XXX?                                                ,Which replaced the XXX?
P1366      ,replaced by                                     ,What was replaced XXX?                                                 ,What was replaced XXX?                                                 ,What was replaced XXX?
P1366      ,replaced by                                     ,By what was XXX replaced?                                              ,By what was XXX replaced?                                              ,By what was XXX replaced?
P551       ,residence                                       ,What city is XXX from?                                                 ,What city is XXX from?                                                 ,What city is XXX from?
P551       ,residence                                       ,What city is XXX associated with?                                      ,What city is XXX associated with?                                      ,What city is XXX associated with?
P58        ,screenwriter                                    ,What is the name of the director who directed XXX?                     ,What is the name of the director who directed XXX?                     ,What is the name of the director who directed XXX?
P58        ,screenwriter                                    ,Which was the director of XXX?                                         ,Which was the director of XXX?                                         ,Which was the director of XXX?
P58        ,screenwriter                                    ,The movie XXX was directed by whom?                                    ,The movie XXX was directed by whom?                                    ,The movie XXX was directed by whom?
P58        ,screenwriter                                    ,The film XXX was directed by whom?                                     ,The film XXX was directed by whom?                                     ,The film XXX was directed by whom?
P58        ,screenwriter                                    ,Who was the main director of XXX?                                      ,Who was the main director of XXX?                                      ,Who was the main director of XXX?
P58        ,screenwriter                                    ,In which XXX a 1909 american silent drama film directed by?            ,In which XXX a 1909 american silent drama film directed by?            ,In which XXX a 1909 american silent drama film directed by?
P58        ,screenwriter                                    ,The person that directed XXX was what?                                 ,The person that directed XXX was what?                                 ,The person that directed XXX was what?
P58        ,screenwriter                                    ,Which person directed XXX?                                             ,Which person directed XXX?                                             ,Which person directed XXX?
P179       ,series                                          ,What series is XXX from?                                               ,What series is XXX from?                                               ,What series is XXX from?
P179       ,series                                          ,Which show does XXX appear on?                                         ,Which show does XXX appear on?                                         ,Which show does XXX appear on?
P179       ,series                                          ,What is the series called that XXX belongs to?                         ,What is the series called that XXX belongs to?                         ,What is the series called that XXX belongs to?
P179       ,series                                          ,Of what series is XXX a part of?                                       ,Of what series is XXX a part of?                                       ,Of what series is XXX a part of?
P179       ,series                                          ,To which series does XXX belong?                                       ,To which series does XXX belong?                                       ,To which series does XXX belong?
P179       ,series                                          ,Which series was XXX in?                                               ,Which series was XXX in?                                               ,Which series was XXX in?
P179       ,series                                          ,Which series is XXX a part of?                                         ,Which series is XXX a part of?                                         ,Which series is XXX a part of?
P179       ,series                                          ,What is the series that XXX is a part of?                              ,What is the series that XXX is a part of?                              ,What is the series that XXX is a part of?
P179       ,series                                          ,The XXX was in what series?                                            ,The XXX was in what series?                                            ,The XXX was in what series?
P179       ,series                                          ,The XXX is part of a what series?                                      ,The XXX is part of a what series?                                      ,The XXX is part of a what series?
P179       ,series                                          ,Which series is XXX apart of?                                          ,Which series is XXX apart of?                                          ,Which series is XXX apart of?
P179       ,series                                          ,What series is the episode XXX part of?                                ,What series is the episode XXX part of?                                ,What series is the episode XXX part of?
P179       ,series                                          ,What series is XXX part of?                                            ,What series is XXX part of?                                            ,What series is XXX part of?
P179       ,series                                          ,What series is XXX in?                                                 ,What series is XXX in?                                                 ,What series is XXX in?
P179       ,series                                          ,What series is XXX a part of?                                          ,What series is XXX a part of?                                          ,What series is XXX a part of?
P729       ,service entry                                   ,What was the year XXX entered service?                                 ,What was the year XXX entered service?                                 ,What was the year XXX entered service?
P729       ,service entry                                   ,In what year did XXX enter service?                                    ,In what year did XXX enter service?                                    ,In what year did XXX enter service?
P729       ,service entry                                   ,What year is XXX associated with?                                      ,What year is XXX associated with?                                      ,What year is XXX associated with?
P729       ,service entry                                   ,What year was XXX commissioned?                                        ,What year was XXX commissioned?                                        ,What year was XXX commissioned?
P729       ,service entry                                   ,What year did XXX come into use?                                       ,What year did XXX come into use?                                       ,What year did XXX come into use?
P729       ,service entry                                   ,What year was XXX introduced?                                          ,What year was XXX introduced?                                          ,What year was XXX introduced?
P729       ,service entry                                   ,Which was the official year for the approval of XXX?                   ,Which was the official year for the approval of XXX?                   ,Which was the official year for the approval of XXX?
P729       ,service entry                                   ,What year was the service entry date for XXX?                          ,What year was the service entry date for XXX?                          ,What year was the service entry date for XXX?
P729       ,service entry                                   ,What was the year that XXX entered service?                            ,What was the year that XXX entered service?                            ,What was the year that XXX entered service?
P729       ,service entry                                   ,In which year was the service entry date for XXX?                      ,In which year was the service entry date for XXX?                      ,In which year was the service entry date for XXX?
P21        ,sex or gender                                   ,Which was the gender of XXX?                                           ,Which was the gender of XXX?                                           ,Which was the gender of XXX?
P21        ,sex or gender                                   ,Which sex is XXX?                                                      ,Which sex is XXX?                                                      ,Which sex is XXX?
P21        ,sex or gender                                   ,Which describes the sex or gender of XXX?                              ,Which describes the sex or gender of XXX?                              ,Which describes the sex or gender of XXX?
P21        ,sex or gender                                   ,What was the gender of XXX?                                            ,What was the gender of XXX?                                            ,What was the gender of XXX?
P21        ,sex or gender                                   ,What was XXX's gender?                                                 ,What was XXX's gender?                                                 ,What was XXX's gender?
P21        ,sex or gender                                   ,What is the gender of XXX?                                             ,What is the gender of XXX?                                             ,What is the gender of XXX?
P21        ,sex or gender                                   ,What is the gender XXX is known by?                                    ,What is the gender XXX is known by?                                    ,What is the gender XXX is known by?
P21        ,sex or gender                                   ,What is the gender XXX is associated with?                             ,What is the gender XXX is associated with?                             ,What is the gender XXX is associated with?
P21        ,sex or gender                                   ,What is XXX's sex?                                                     ,What is XXX's sex?                                                     ,What is XXX's sex?
P21        ,sex or gender                                   ,What gender was XXX?                                                   ,What gender was XXX?                                                   ,What gender was XXX?
P21        ,sex or gender                                   ,What gender is XXX?                                                    ,What gender is XXX?                                                    ,What gender is XXX?
P21        ,sex or gender                                   ,What gender class does XXX belong to?                                  ,What gender class does XXX belong to?                                  ,What gender class does XXX belong to?
P21        ,sex or gender                                   ,Was XXX male or female?                                                ,Was XXX male or female?                                                ,Was XXX male or female?
P21        ,sex or gender                                   ,The sex or gender of XXX is what?                                      ,The sex or gender of XXX is what?                                      ,The sex or gender of XXX is what?
P21        ,sex or gender                                   ,The gender of XXX is what?                                             ,The gender of XXX is what?                                             ,The gender of XXX is what?
P21        ,sex or gender                                   ,Which gender does XXX belong to?                                       ,Which gender does XXX belong to?                                       ,Which gender does XXX belong to?
P21        ,sex or gender                                   ,What gender is XXX of?                                                 ,What gender is XXX of?                                                 ,What gender is XXX of?
P21        ,sex or gender                                   ,What is XXX's gender?                                                  ,What is XXX's gender?                                                  ,What is XXX's gender?
P21        ,sex or gender                                   ,Which sex or gender can XXX be described as?                           ,Which sex or gender can XXX be described as?                           ,Which sex or gender can XXX be described as?
P21        ,sex or gender                                   ,What is the sex of XXX?                                                ,What is the sex of XXX?                                                ,What is the sex of XXX?
P21        ,sex or gender                                   ,Is XXX a male or female?                                               ,Is XXX a male or female?                                               ,Is XXX a male or female?
P21        ,sex or gender                                   ,What is the sex or gender of XXX?                                      ,What is the sex or gender of XXX?                                      ,What is the sex or gender of XXX?
P21        ,sex or gender                                   ,Which gender is XXX?                                                   ,Which gender is XXX?                                                   ,Which gender is XXX?
P21        ,sex or gender                                   ,What sex is XXX?                                                       ,What sex is XXX?                                                       ,What sex is XXX?
P9         ,sister                                          ,Who is XXX's sister?                                                   ,Who is XXX's sister?                                                   ,Who is XXX's sister?
P9         ,sister                                          ,Which woman was the sister of XXX?                                     ,Which woman was the sister of XXX?                                     ,Which woman was the sister of XXX?
P65        ,site of astronomical discovery                  ,At what observatory or station was XXX discovered?                     ,At what observatory or station was XXX discovered?                     ,At what observatory or station was XXX discovered?
P65        ,site of astronomical discovery                  ,What observatory or station found XXX?                                 ,What observatory or station found XXX?                                 ,What observatory or station found XXX?
P65        ,site of astronomical discovery                  ,What observatory or station is XXX associated with?                    ,What observatory or station is XXX associated with?                    ,What observatory or station is XXX associated with?
P65        ,site of astronomical discovery                  ,At what observatory was XXX discovered?                                ,At what observatory was XXX discovered?                                ,At what observatory was XXX discovered?
P65        ,site of astronomical discovery                  ,At which observatory was XXX discovered?                               ,At which observatory was XXX discovered?                               ,At which observatory was XXX discovered?
P65        ,site of astronomical discovery                  ,What observatory is XXX associated with?                               ,What observatory is XXX associated with?                               ,What observatory is XXX associated with?
P65        ,site of astronomical discovery                  ,What observatory did scientists use to find XXX?                       ,What observatory did scientists use to find XXX?                       ,What observatory did scientists use to find XXX?
P65        ,site of astronomical discovery                  ,Where was the discovery of XXX made?                                   ,Where was the discovery of XXX made?                                   ,Where was the discovery of XXX made?
P65        ,site of astronomical discovery                  ,In which labboratory was XXX discovered?                               ,In which labboratory was XXX discovered?                               ,In which labboratory was XXX discovered?
P641       ,sport                                           ,Which sport is XXX associated with?                                    ,Which sport is XXX associated with?                                    ,Which sport is XXX associated with?
P641       ,sport                                           ,Which sport does/did XXX play?                                         ,Which sport does/did XXX play?                                         ,Which sport does/did XXX play?
P641       ,sport                                           ,To which sports is XXX related?                                        ,To which sports is XXX related?                                        ,To which sports is XXX related?
P641       ,sport                                           ,What sport did XXX play?                                               ,What sport did XXX play?                                               ,What sport did XXX play?
P641       ,sport                                           ,What was the sport played by XXX?                                      ,What was the sport played by XXX?                                      ,What was the sport played by XXX?
P641       ,sport                                           ,Which sport is associated with XXX?                                    ,Which sport is associated with XXX?                                    ,Which sport is associated with XXX?
P641       ,sport                                           ,Which sport did XXX play?                                              ,Which sport did XXX play?                                              ,Which sport did XXX play?
P641       ,sport                                           ,What sport is XXX known for playing professionally?                    ,What sport is XXX known for playing professionally?                    ,What sport is XXX known for playing professionally?
P641       ,sport                                           ,What sport is XXX associated with?                                     ,What sport is XXX associated with?                                     ,What sport is XXX associated with?
P641       ,sport                                           ,Athlete XXX is known for what sport?                                   ,Athlete XXX is known for what sport?                                   ,Athlete XXX is known for what sport?
P641       ,sport                                           ,What sport does XXX play?                                              ,What sport does XXX play?                                              ,What sport does XXX play?
P641       ,sport                                           ,What's XXX sport?                                                      ,What's XXX sport?                                                      ,What's XXX sport?
P641       ,sport                                           ,With which sports is XXX associated?                                   ,With which sports is XXX associated?                                   ,With which sports is XXX associated?
P641       ,sport                                           ,What is XXX's sport?                                                   ,What is XXX's sport?                                                   ,What is XXX's sport?
P641       ,sport                                           ,Which sport has connection with XXX?                                   ,Which sport has connection with XXX?                                   ,Which sport has connection with XXX?
P641       ,sport                                           ,What is XXX's sport of choice?                                         ,What is XXX's sport of choice?                                         ,What is XXX's sport of choice?
P641       ,sport                                           ,The sport XXX is associated with is?                                   ,The sport XXX is associated with is?                                   ,The sport XXX is associated with is?
P641       ,sport                                           ,Which sport does XXX practice?                                         ,Which sport does XXX practice?                                         ,Which sport does XXX practice?
P641       ,sport                                           ,With what sport does XXX work with?                                    ,With what sport does XXX work with?                                    ,With what sport does XXX work with?
P26        ,spouse                                          ,What is XXX's spouse's name?                                           ,What is XXX's spouse's name?                                           ,What is XXX's spouse's name?
P26        ,spouse                                          ,What is XXX's spouse's name?                                           ,What is XXX's spouse's name?                                           ,What is XXX's spouse's name?
P1462      ,standards body                                  ,Who set the standards for XXX?                                         ,Who set the standards for XXX?                                         ,Who set the standards for XXX?
P580       ,start time                                      ,What year did XXX start?                                               ,What year did XXX start?                                               ,What year did XXX start?
P414       ,stock exchange                                  ,What stock exchange is most closely associated with XXX?               ,What stock exchange is most closely associated with XXX?               ,What stock exchange is most closely associated with XXX?
P414       ,stock exchange                                  ,Which exchange is XXX on?                                              ,Which exchange is XXX on?                                              ,Which exchange is XXX on?
P414       ,stock exchange                                  ,Which stock exchange was XXX affiliated with?                          ,Which stock exchange was XXX affiliated with?                          ,Which stock exchange was XXX affiliated with?
P414       ,stock exchange                                  ,What stock exchange is XXX on?                                         ,What stock exchange is XXX on?                                         ,What stock exchange is XXX on?
P414       ,stock exchange                                  ,What stock exchange is XXX associated with?                            ,What stock exchange is XXX associated with?                            ,What stock exchange is XXX associated with?
P414       ,stock exchange                                  ,Which exchange is XXX listed with?                                     ,Which exchange is XXX listed with?                                     ,Which exchange is XXX listed with?
P414       ,stock exchange                                  ,To which stock exchange does XXX belong?                               ,To which stock exchange does XXX belong?                               ,To which stock exchange does XXX belong?
P414       ,stock exchange                                  ,Which stock exchange did XXX go public on?                             ,Which stock exchange did XXX go public on?                             ,Which stock exchange did XXX go public on?
P414       ,stock exchange                                  ,Which exchange trades XXX?                                             ,Which exchange trades XXX?                                             ,Which exchange trades XXX?
P105       ,taxon rank                                      ,Is the taxon rank of XXX species or genus?                             ,Is the taxon rank of XXX species or genus?                             ,Is the taxon rank of XXX species or genus?
P105       ,taxon rank                                      ,Is XXX a genus or species?                                             ,Is XXX a genus or species?                                             ,Is XXX a genus or species?
P575       ,time of discovery                               ,When was XXX discovered or created?                                    ,When was XXX discovered or created?                                    ,When was XXX discovered or created?
P575       ,time of discovery                               ,At which time was XXX discovered?                                      ,At which time was XXX discovered?                                      ,At which time was XXX discovered?
P575       ,time of discovery                               ,What year was XXX found?                                               ,What year was XXX found?                                               ,What year was XXX found?
P575       ,time of discovery                               ,What year was XXX discovered?                                          ,What year was XXX discovered?                                          ,What year was XXX discovered?
P575       ,time of discovery                               ,The XXX was discovered in what year?                                   ,The XXX was discovered in what year?                                   ,The XXX was discovered in what year?
P575       ,time of discovery                               ,When was XXX found or made?                                            ,When was XXX found or made?                                            ,When was XXX found or made?
P575       ,time of discovery                               ,When was the discovery of XXX?                                         ,When was the discovery of XXX?                                         ,When was the discovery of XXX?
P575       ,time of discovery                               ,When was XXX first discovered?                                         ,When was XXX first discovered?                                         ,When was XXX first discovered?
P575       ,time of discovery                               ,When did XXX get discovered?                                           ,When did XXX get discovered?                                           ,When did XXX get discovered?
P575       ,time of discovery                               ,When was the XXX discovered?                                           ,When was the XXX discovered?                                           ,When was the XXX discovered?
P575       ,time of discovery                               ,What is the year XXX discovered?                                       ,What is the year XXX discovered?                                       ,What is the year XXX discovered?
P575       ,time of discovery                               ,When does the XXX discovered?                                          ,When does the XXX discovered?                                          ,When does the XXX discovered?
