Property ID,Property                                        ,Original                                                               ,Human Translated
P21        ,sex or gender                                   ,The sex or gender of XXX is what?                                      ,
P21        ,sex or gender                                   ,The gender of XXX is what?                                             ,
P21        ,sex or gender                                   ,Which gender does XXX belong to?                                       ,
P21        ,sex or gender                                   ,What gender is XXX of?                                                 ,
P21        ,sex or gender                                   ,What is XXX's gender?                                                  ,
P21        ,sex or gender                                   ,Which sex or gender can XXX be described as?                           ,
P21        ,sex or gender                                   ,What is the sex of XXX?                                                ,
P21        ,sex or gender                                   ,Is XXX a male or female?                                               ,
P21        ,sex or gender                                   ,What is the sex or gender of XXX?                                      ,
P21        ,sex or gender                                   ,Which gender is XXX?                                                   ,
P21        ,sex or gender                                   ,What sex is XXX?                                                       ,
P9         ,sister                                          ,Who is XXX's sister?                                                   ,Chi è la sorella di XXX?
P9         ,sister                                          ,Which woman was the sister of XXX?                                     ,Quale donna era la sorella di XXX?
P65        ,site of astronomical discovery                  ,At what observatory or station was XXX discovered?                     ,Da quale osservatorio o stazione è stato scopertGGG YYY XXX?
P65        ,site of astronomical discovery                  ,What observatory or station found XXX?                                 ,Quale osservatorio o stazione ha trovato XXX?
P65        ,site of astronomical discovery                  ,What observatory or station is XXX associated with?                    ,A quale osservatorio o stazione è associato XXX?
P65        ,site of astronomical discovery                  ,At what observatory was XXX discovered?                                ,
P65        ,site of astronomical discovery                  ,At which observatory was XXX discovered?                               ,In quale osservatorio è stato scopertGGG YYY XXX?
P65        ,site of astronomical discovery                  ,What observatory is XXX associated with?                               ,A quale osservatorio è associata la scoperta diYYY XXX?
P65        ,site of astronomical discovery                  ,What observatory did scientists use to find XXX?                       ,
P65        ,site of astronomical discovery                  ,Where was the discovery of XXX made?                                   ,
P65        ,site of astronomical discovery                  ,In which labboratory was XXX discovered?                               ,Quale laboratorio ha scopertGGG YYY XXX?
P641       ,sport                                           ,Which sport is XXX associated with?                                    ,A quale sport è associato XXX?
P641       ,sport                                           ,Which sport does/did XXX play?                                         ,Quale sport pratica XXX?
P641       ,sport                                           ,To which sports is XXX related?                                        ,
P641       ,sport                                           ,What sport did XXX play?                                               ,Che sport ha praticato XXX?
P641       ,sport                                           ,What was the sport played by XXX?                                      ,
P641       ,sport                                           ,Which sport is associated with XXX?                                    ,Quale sport è associato a XXX?
P641       ,sport                                           ,Which sport did XXX play?                                              ,Quale sport ha giocato XXX?
P641       ,sport                                           ,What sport is XXX known for playing professionally?                    ,
P641       ,sport                                           ,What sport is XXX associated with?                                     ,A quale sport è associato XXX?
P641       ,sport                                           ,Athlete XXX is known for what sport?                                   ,L'atleta XXX è noto per quale sport?
P641       ,sport                                           ,What sport does XXX play?                                              ,
P641       ,sport                                           ,What's XXX sport?                                                      ,
P641       ,sport                                           ,With which sports is XXX associated?                                   ,Con quale sport è associato XXX?
P641       ,sport                                           ,What is XXX's sport?                                                   ,
P641       ,sport                                           ,Which sport has connection with XXX?                                   ,
P641       ,sport                                           ,What is XXX's sport of choice?                                         ,Qual è lo sport preferito di XXX?
P641       ,sport                                           ,The sport XXX is associated with is?                                   ,
P641       ,sport                                           ,Which sport does XXX practice?                                         ,
P641       ,sport                                           ,With what sport does XXX work with?                                    ,
P26        ,spouse                                          ,What is XXX's spouse's name?                                           ,Quale è il nome del consorte di XXX?
P26        ,spouse                                          ,What is XXX's spouse's name?                                           ,Qual è il nome del coniuge di XXX?
P1462      ,standards body                                  ,Who set the standards for XXX?                                         ,Chi stabilisce gli standard per YYY XXX?
P580       ,start time                                      ,What year did XXX start?                                               ,In che anno ha avuto inizio YYY XXX?
P414       ,stock exchange                                  ,What stock exchange is most closely associated with XXX?               ,Quale borsa è più associata a XXX?
P414       ,stock exchange                                  ,Which exchange is XXX on?                                              ,
P414       ,stock exchange                                  ,Which stock exchange was XXX affiliated with?                          ,
P414       ,stock exchange                                  ,What stock exchange is XXX on?                                         ,In quale borsa è XXX?
P414       ,stock exchange                                  ,What stock exchange is XXX associated with?                            ,A quale borsa è associata XXX?
P414       ,stock exchange                                  ,Which exchange is XXX listed with?                                     ,
P414       ,stock exchange                                  ,To which stock exchange does XXX belong?                               ,A quale borsa appartiene XXX?
P414       ,stock exchange                                  ,Which stock exchange did XXX go public on?                             ,
P414       ,stock exchange                                  ,Which exchange trades XXX?                                             ,Su quale borsa opera XXX?
P105       ,taxon rank                                      ,Is the taxon rank of XXX species or genus?                             ,Il livello tassonomico di XXX è specie o genere?
P105       ,taxon rank                                      ,Is XXX a genus or species?                                             ,XXX è un genere o una specie?
P575       ,time of discovery                               ,When was XXX discovered or created?                                    ,Quando è statGGG scopertGGG o creatGGG YYY XXX?
P575       ,time of discovery                               ,At which time was XXX discovered?                                      ,
P575       ,time of discovery                               ,What year was XXX found?                                               ,
P575       ,time of discovery                               ,What year was XXX discovered?                                          ,In che anno è statGGG scopertGGG XXX?
P575       ,time of discovery                               ,The XXX was discovered in what year?                                   ,YYY XXX è statGGG scopertGGG in che anno?
P575       ,time of discovery                               ,When was XXX found or made?                                            ,
P575       ,time of discovery                               ,When was the discovery of XXX?                                         ,
P575       ,time of discovery                               ,When was XXX first discovered?                                         ,
P575       ,time of discovery                               ,When did XXX get discovered?                                           ,Quando è statGGG scopertGGG YYY XXX?
P575       ,time of discovery                               ,When was the XXX discovered?                                           ,
P575       ,time of discovery                               ,What is the year XXX discovered?                                       ,Qual è l'anno di scoperta diYYY XXX?
P575       ,time of discovery                               ,When does the XXX discovered?                                          ,
P575       ,time of discovery                               ,When was XXX found?                                                    ,Quando è stato trovatGGG YYY XXX?
P575       ,time of discovery                               ,When was XXX discovered?                                               ,Quando è avvenuta la scoperta diYYY XXX?
P575       ,time of discovery                               ,When does the XXX found?                                               ,
P575       ,time of discovery                               ,When did the discovery or creation of XXX occur?                       ,Quando è avvenuta la scoperta o la creazione diYYY XXX?
P575       ,time of discovery                               ,What time was XXX found?                                               ,
P575       ,time of discovery                               ,What is the full date of discovery for XXX?                            ,Qual è la data completa della scoperta diYYY XXX?
P575       ,time of discovery                               ,The year that XXX was discovered was when?                             ,In quale anno è avvenuta la scoperta diYYY XXX?
P575       ,time of discovery                               ,The discovery date or year of XXX is?                                  ,Qual è la data o l'anno di scoperta diYYY XXX?
P619       ,time of spacecraft launch                       ,On what date did XXX lift off?                                         ,In che data ha decollato YYY XXX?
P619       ,time of spacecraft launch                       ,When was the launch date of XXX?                                       ,Quando è stata la data di lancio diYYY XXX?
P619       ,time of spacecraft launch                       ,When was XXX's launch date?                                            ,
P619       ,time of spacecraft launch                       ,What was the launch date of XXX?                                       ,Qual è stata la data di lancio diYYY XXX?
P619       ,time of spacecraft launch                       ,What was the date XXX was launched?                                    ,Qual è stata la data in cui è statGGG lanciatGGG XXX?
P619       ,time of spacecraft launch                       ,What is the launch date of XXX?                                        ,Qual è la data di lancio diYYY XXX?
P619       ,time of spacecraft launch                       ,What date was XXX launched?                                            ,In quale data è statGGG lanciatGGG YYY XXX?
P619       ,time of spacecraft launch                       ,What was the date of XXX's launch?                                     ,
P619       ,time of spacecraft launch                       ,On what date did XXX launch?                                           ,
P619       ,time of spacecraft launch                       ,What day was XXX launched?                                             ,In che giorno è statGGG lanciatGGG YYY XXX?
P619       ,time of spacecraft launch                       ,On what date was XXX launched?                                         ,
P619       ,time of spacecraft launch                       ,On what date did XXX take off?                                         ,
P619       ,time of spacecraft launch                       ,The XXX was launched on what date?                                     ,
P289       ,vessel class                                    ,What specific type of seafaring vessel was XXX?                        ,Che tipo di nave marittima è XXX?
P289       ,vessel class                                    ,What type of submarine was XXX classified as?                          ,Qual è la classificazione del sottomarino XXX?
P289       ,vessel class                                    ,What type of aquatic unit is XXX?                                      ,Che tipo di unità acquatica è XXX?
P289       ,vessel class                                    ,What vessel type is XXX?                                               ,Qual è il tipo di imbarcazione diYYY XXX?
P412       ,voice type                                      ,What voice type is XXX?                                                ,
P412       ,voice type                                      ,Which was the voice type that XXX had?                                 ,
P412       ,voice type                                      ,What type of tone does XXX sing in?                                    ,
P412       ,voice type                                      ,What was XXX's range?                                                  ,Qual è la portata vocale di XXX?
P412       ,voice type                                      ,What is the vocal range for XXX?                                       ,
P412       ,voice type                                      ,What type of voice does XXX have?                                      ,Che tipo di voce ha XXX?
P412       ,voice type                                      ,The voice type of XXX is what?                                         ,
P412       ,voice type                                      ,What voice type does XXX have?                                         ,
